method,data,loss,accuracy, bi_precision, bi_recall, bi_f1, micro_precision, micro_recall, micro_f1, macro_precision, macro_recall, macro_f1, weighted_precision, weighted_recall, weighted_f1
# select best micro_f1 & w/o postfix
# only <mask> token in prefix,1,roberta-prompt-tune,politifact,0.6898848414421082,0.5389294403892944,0.4166666666666667,0.013262599469496022,0.02570694087403599,0.5389294403892944,0.5389294403892944,0.5389294403892944,0.47870370370370374,0.4987661311954222,0.36185745450076306,0.48383572136613495,0.5389294403892944,0.3896655261876456
# only <mask> token in prefix,1,roberta-prompt-tune,politifact,0.692624568939209,0.524330900243309,0.488929889298893,0.6992084432717678,0.5754614549402823,0.524330900243309,0.524330900243309,0.524330900243309,0.5408935160780179,0.5369631381144392,0.5173296209694496,0.5449393459002368,0.524330900243309,0.5128035414388739
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6802563071250916,0.7417377534862338,0.31275303643724695,0.06594110115236876,0.1089178709904829,0.7417377534862338,0.7417377534862338,0.7417377534862337,0.5386456020854264,0.5101715444651106,0.478951169664895,0.6563977414550781,0.7417377534862338,0.6718402646729338
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6955311298370361,0.3001992133626194,0.24225094361203248,0.9039692701664532,0.3821035540321126,0.3001992133626194,0.3001992133626194,0.3001992133626194,0.5135214545893735,0.5070850312957039,0.28768350472775106,0.654927980845887,0.3001992133626194,0.2384646967821511
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6859148144721985,0.6907595647954232,0.2018308631211857,0.09880495091762698,0.1326647564469914,0.6907595647954232,0.6907595647954232,0.6907595647954232,0.4787433549535223,0.48792238681466604,0.47225020006722046,0.6230909045856925,0.6907595647954232,0.6492675904817088
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.7031981945037842,0.29514225877305,0.2462686567164179,0.9434606358011521,0.3905842865344698,0.29514225877305,0.29514225877305,0.29514225877305,0.5413946614859079,0.5172642332800254,0.27741921007118375,0.6952063091675295,0.29514225877305,0.2184406497629186
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6757480502128601,0.7171681054298411,0.2032122905027933,0.062086622573074464,0.09511358065043307,0.7171681054298411,0.7171681054298411,0.717168105429841,0.48047084627096126,0.49272900638391803,0.46375173508077877,0.6249704654415501,0.7171681054298411,0.6558759159896421
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.7006145715713501,0.26464729018746486,0.2388814197364883,0.9481323372465315,0.3816151202749141,0.26464729018746486,0.26464729018746486,0.26464729018746486,0.49571362229186944,0.49887814820962084,0.23736167378241108,0.6296200579808298,0.26464729018746486,0.16215122640288518
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6982607841491699,0.2626040762118813,0.2413097702064427,0.970130147215703,0.3864853378665533,0.2626040762118813,0.2626040762118813,0.2626040762118813,0.5252870376917772,0.5050113462740704,0.23126110211300016,0.6732882666927921,0.2626040762118813,0.1503624517889718
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6660555005073547,0.7474076722684783,0.12058823529411765,0.00874759974397269,0.016311915655460515,0.7474076722684783,0.7474076722684783,0.7474076722684783,0.43953724287448515,0.4943335043716505,0.435705991525389,0.6057647917503338,0.7474076722684783,0.654282778372244
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6803375482559204,0.7577769831945651,0.17647058823529413,0.0032003413697461063,0.006286672254819782,0.7577769831945651,0.7577769831945651,0.7577769831945651,0.4683912555377169,0.49924959983195166,0.43418283353884624,0.6205323685012261,0.7577769831945651,0.6571906760878028
# only <mask> token in prefix,1,roberta-prompt-tune,gossipcop,0.6949677467346191,0.377585942687848,0.25193516374462455,0.8126333760136577,0.3846270390384324,0.377585942687848,0.377585942687848,0.377585942687848,0.5275812080489146,0.5266578336652803,0.3775044459905643,0.6712685902895685,0.377585942687848,0.37379161654511844
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6837747693061829,0.6858974358974359,0.7758620689655172,0.4623287671232877,0.5793991416309013,0.6858974358974359,0.6858974358974359,0.6858974358974359,0.7134865900383142,0.6724294438026077,0.6643798777208214,0.7094881619019551,0.6858974358974359,0.6698273608035087
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6923500299453735,0.5897435897435898,0.5300261096605744,0.7275985663082437,0.6132930513595166,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.6073367062825694,0.6029297179367306,0.5882164915500654,0.615513788617588,0.5897435897435898,0.5855641631086812
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6858838200569153,0.7003205128205128,0.7439613526570048,0.5347222222222222,0.6222222222222222,0.7003205128205128,0.7003205128205128,0.7003205128205128,0.7113092134987662,0.6884920634920635,0.6869411243913236,0.7087975104865939,0.7003205128205128,0.6919195014812545
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6899275779724121,0.592948717948718,0.5344827586206896,0.8671328671328671,0.6613333333333333,0.592948717948718,0.592948717948718,0.592948717948718,0.6484913793103448,0.6140398063474987,0.5756465863453815,0.6579920977011494,0.592948717948718,0.5685060240963855
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6856079697608948,0.5865384615384616,0.8507462686567164,0.18688524590163935,0.30645161290322587,0.5865384615384616,0.5865384615384616,0.5865384615384616,0.7027519494091481,0.5777686417595971,0.5059655324790102,0.6994315640414143,0.5865384615384616,0.5104418063156464
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6905255317687988,0.5080128205128205,0.48250460405156537,0.9097222222222222,0.6305655836341757,0.5080128205128205,0.5080128205128205,0.5080128205128205,0.5807584748652889,0.5367063492063492,0.4471772762295579,0.588316464927883,0.5080128205128205,0.4330704833522796
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6911959648132324,0.5528846153846154,0.520746887966805,0.8394648829431438,0.6427656850192062,0.5528846153846154,0.5528846153846154,0.5528846153846154,0.5913593594763602,0.5643478260869565,0.5226676390834789,0.5943015457892583,0.5528846153846154,0.5176635538361569
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6850172877311707,0.6089743589743589,0.7,0.2876712328767123,0.40776699029126207,0.6089743589743589,0.6089743589743589,0.6089743589743589,0.6436507936507936,0.5896187489684767,0.5579504807915641,0.640038665038665,0.6089743589743589,0.5675776276185065
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6875213384628296,0.5833333333333334,0.875,0.07553956834532374,0.13907284768211922,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.7233333333333334,0.5334345240570549,0.43211570502499197,0.7068055555555555,0.5833333333333334,0.46404986255594605
# using continuous prompt,100,roberta-prompt-tune,politifact,0.6908315420150757,0.6939102564102564,0.6192893401015228,0.856140350877193,0.7187039764359352,0.6939102564102564,0.6939102564102564,0.6939102564102564,0.7205142352681527,0.7068312373854991,0.6915136753884421,0.7292740819652649,0.6939102564102564,0.6891606685670244
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6864452362060547,0.6996233035760359,0.3030403172504957,0.198098941456038,0.23958197256694966,0.6996233035760359,0.6996233035760359,0.6996233035760359,0.5380241640065234,0.5275579453042902,0.5262148039216448,0.6607483248516526,0.6996233035760359,0.6759134925093361
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6945656538009644,0.3573455802672997,0.24487798512331985,0.8098834700043159,0.3760521042084168,0.3573455802672997,0.3573455802672997,0.35734558026729973,0.513754067814559,0.5125036203870342,0.35676740756755554,0.654040257612336,0.3573455802672997,0.3467056103780335
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6899811625480652,0.6114350585685536,0.21666666666666667,0.23814655172413793,0.22689938398357293,0.6114350585685536,0.6114350585685536,0.6114350585685536,0.4845501552396293,0.483548477707513,0.48370263843881933,0.6241525780219375,0.6114350585685536,0.6175308063909084
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6964080333709717,0.409773466123123,0.2553314121037464,0.7628067154541541,0.3825974306380222,0.409773466123123,0.409773466123123,0.409773466123123,0.527465669681624,0.5306261908228485,0.40862769910706964,0.6691147876024688,0.409773466123123,0.42217676345751504
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6717522144317627,0.7494710769389545,0.2534246575342466,0.023927570597111446,0.043726610202875715,0.7494710769389545,0.7494710769389545,0.7494710769389545,0.507183264831745,0.5008715193555435,0.4497900293673444,0.6394509614266174,0.7494710769389545,0.661444221894322
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6983271837234497,0.2704473915062697,0.2401596326262847,0.9484024179620034,0.383266445646484,0.2704473915062697,0.2704473915062697,0.2704473915062697,0.5101442137372454,0.5029528194780519,0.24518886258577832,0.6510644902188681,0.2704473915062697,0.1731183350735724
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.69886314868927,0.250270911811755,0.24138111430813497,0.993968117190866,0.38843288293976513,0.250270911811755,0.250270911811755,0.250270911811755,0.5676602541237644,0.5049911156626787,0.20994872598424827,0.7376271211674086,0.250270911811755,0.1169719178689718
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6660773754119873,0.7475101914443469,0.21585903083700442,0.021143473570658038,0.03851444291609354,0.7475101914443469,0.7475101914443469,0.7475101914443469,0.4880616158148034,0.498499029243278,0.4465939406953273,0.6300553168076601,0.7475101914443469,0.6594674451615162
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6798274517059326,0.7610299809071676,0.0,0.0,0.0,0.7610299809071676,0.7610299809071676,0.7610299809071676,0.3807114461252517,0.49966120070470255,0.4321504966741876,0.5798585604950167,0.7610299809071676,0.6582049672240735
# using continuous prompt,100,roberta-prompt-tune,gossipcop,0.6938691735267639,0.42561535682955776,0.2657908034360788,0.7931925894011203,0.39816166531494995,0.42561535682955776,0.42561535682955776,0.42561535682955776,0.5460332953119591,0.5515124920270174,0.4244176534638709,0.6920185347715293,0.42561535682955776,0.4380950465369581
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6875265836715698,0.5932835820895522,0.6381578947368421,0.26287262872628725,0.37236084452975043,0.5932835820895522,0.5932835820895522,0.5932835820895522,0.6104899903132064,0.568217923558546,0.5357664388242128,0.608218744427684,0.5932835820895522,0.5491803308931613
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6933305859565735,0.48880597014925375,0.46153846153846156,0.6648648648648648,0.5448504983388704,0.48880597014925375,0.48880597014925375,0.48880597014925375,0.5019869429463526,0.5017872711421099,0.4809358874673076,0.5052067225609109,0.48880597014925375,0.47584815724867574
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6700314879417419,0.7052238805970149,0.8160377358490566,0.46630727762803237,0.5934819897084047,0.7052238805970149,0.7052238805970149,0.7052238805970149,0.7407891381947986,0.6881189967816836,0.6811312387566414,0.7349863856393707,0.7052238805970149,0.6878902604494158
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6733924746513367,0.6467661691542289,0.5968819599109132,0.7223719676549866,0.6536585365853659,0.6467661691542289,0.6467661691542289,0.6467661691542289,0.6533705574202453,0.6521790554210267,0.6466262226074038,0.6577266432978306,0.6467661691542289,0.6460839297384564
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6708225011825562,0.6977611940298507,0.7162162162162162,0.5714285714285714,0.6356821589205397,0.6977611940298507,0.6977611940298507,0.6977611940298507,0.7016120451159822,0.6887165951831078,0.6887231198428416,0.7004858528172079,0.6977611940298507,0.6928133431975465
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6806516647338867,0.6940298507462687,0.6168582375478927,0.875,0.7235955056179775,0.6940298507462687,0.6940298507462687,0.6940298507462687,0.7268688350860031,0.7081422018348624,0.6904885606084317,0.7361732139822612,0.6940298507462687,0.6876884707320023
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6938301920890808,0.4427860696517413,0.44664031620553357,0.9237057220708447,0.6021314387211367,0.4427860696517413,0.4427860696517413,0.4427860696517413,0.41220904699165567,0.48130366195075414,0.3363354289041368,0.40921129967203945,0.4427860696517413,0.31319398526335324
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6884507536888123,0.5634328358208955,0.6470588235294118,0.11859838274932614,0.20045558086560367,0.5634328358208955,0.5634328358208955,0.5634328358208955,0.6013826726342711,0.5315855655086122,0.4500994756338284,0.5978603823911135,0.5634328358208955,0.46935062174779596
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6903326511383057,0.5422885572139303,0.6666666666666666,0.005420054200542005,0.01075268817204301,0.5422885572139303,0.5422885572139303,0.5422885572139303,0.6042446941323345,0.5015606018129146,0.3565090301701639,0.5991205023571282,0.5422885572139303,0.3848920134685171
# using continuous prompt,10,roberta-prompt-tune,politifact,0.6853328943252563,0.7039800995024875,0.6215722120658135,0.9164420485175202,0.7407407407407408,0.7039800995024875,0.7039800995024875,0.7039800995024875,0.7504748219862141,0.7191910011640719,0.6979066022544284,0.7604150729999763,0.7039800995024875,0.6946034721721505
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6713977456092834,0.6764660769978015,0.30744033692091716,0.28064929517300297,0.2934345690040196,0.6764660769978015,0.6764660769978015,0.6764660769978015,0.5435467958729545,0.5408422250550771,0.541817078945349,0.6666157333961417,0.6764660769978015,0.67128482723779
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6976720690727234,0.42849838948821517,0.2580260707635009,0.7400128177739799,0.3826355904120181,0.42849838948821517,0.42849838948821517,0.42849838948821517,0.5298118615962923,0.5352503932934962,0.42532693284164586,0.6715062073768524,0.42849838948821517,0.4475838794521533
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6902997493743896,0.599826166981952,0.1948807446189645,0.21474358974358973,0.20433058859408354,0.599826166981952,0.599826166981952,0.599826166981952,0.46985392598258324,0.46784628912544096,0.46851207207102497,0.6132381213262893,0.599826166981952,0.6062689589252265
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6626216769218445,0.7607239633928115,0.5009794319294809,0.21840307429547395,0.304192685102587,0.7607239633928115,0.7607239633928115,0.7607239633928116,0.645991228780862,0.5749494363074008,0.5798562832773987,0.7215480170477685,0.7607239633928115,0.7234877434235977
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6708294153213501,0.7380234163300782,0.2646744930629669,0.05295750587230408,0.08825622775800712,0.7380234163300782,0.7380234163300782,0.7380234163300781,0.5132576632429001,0.5033206459181365,0.46764593583852354,0.6428045855622445,0.7380234163300782,0.6653615293997845
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6930885910987854,0.49818497878214635,0.28937007874015747,0.754007266509938,0.41823246991879554,0.49818497878214635,0.49818497878214635,0.49818497878214635,0.5665664022043396,0.5858746009969045,0.4885246945269799,0.7111381950188047,0.49818497878214635,0.5251856170295663
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6988661885261536,0.2502172912725599,0.2412649040953862,0.9938073884262225,0.3882701372377258,0.2502172912725599,0.2502172912725599,0.2502172912725599,0.5667291063227861,0.5049703788057437,0.20998188274893884,0.7363418990680126,0.2502172912725599,0.11706853452028679
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6605021953582764,0.7571450483153536,0.19642857142857142,0.004698846646732166,0.009178139340842719,0.7571450483153536,0.7571450483153536,0.7571450483153535,0.4784014611140903,0.4993246199355863,0.43539550248710945,0.625377973734565,0.7571450483153536,0.6575584973884944
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6798669695854187,0.7602126898103175,0.0,0.0,0.0,0.7602126898103175,0.7602126898103175,0.7602126898103175,0.38030078264872885,0.49966395591101553,0.4318868362960381,0.5786078373158583,0.7602126898103175,0.6570933316886088
# using continuous prompt,10,roberta-prompt-tune,gossipcop,0.6858096718788147,0.6952809448335805,0.3220858895705521,0.24658411614005124,0.27932285368802906,0.6952809448335805,0.6952809448335805,0.6952809448335805,0.5505752806019667,0.5415777723557399,0.5430587297485788,0.6696271433761958,0.6952809448335805,0.680475382590394
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6892385482788086,0.5851581508515815,0.6163522012578616,0.25925925925925924,0.36499068901303544,0.5851581508515815,0.5851581508515815,0.5851581508515815,0.597014712996955,0.5609359359359359,0.528475470974449,0.5954620679541084,0.5851581508515815,0.5416019863144165
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6934683322906494,0.48175182481751827,0.45590994371482174,0.6411609498680739,0.5328947368421052,0.48175182481751827,0.48175182481751827,0.48175182481751827,0.49266085421035205,0.49326670518234395,0.47546376186367556,0.4955222389691281,0.48175182481751827,0.47099225042983184
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6900798082351685,0.5900243309002433,0.5872340425531914,0.36507936507936506,0.4502446982055464,0.5900243309002433,0.5900243309002433,0.5900243309002433,0.5891877197433759,0.5733054483054483,0.5616887894519488,0.5893445843352886,0.5900243309002433,0.5706368551724628
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6951012015342712,0.46228710462287104,0.45414847161572053,0.8232189973614775,0.5853658536585366,0.46228710462287104,0.46228710462287104,0.46228710462287104,0.4789260876597121,0.488358934346653,0.41032998565279766,0.4808552451132589,0.46228710462287104,0.39670188887376207
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6897677183151245,0.5401459854014599,0.0,0.0,0.0,0.5401459854014599,0.5401459854014599,0.5401459854014599,0.27007299270072993,0.5,0.35071090047393366,0.2917576855453141,0.5401459854014599,0.37887016985505245
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6934123635292053,0.4537712895377129,0.45524296675191817,0.9393139841688655,0.6132644272179156,0.4537712895377129,0.4537712895377129,0.4537712895377129,0.4401214833759591,0.4888443510009113,0.3418289009795582,0.4389441416045949,0.4537712895377129,0.32069523470309247
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6939120888710022,0.45985401459854014,0.45875,0.9708994708994709,0.6230899830220713,0.45985401459854014,0.45985401459854014,0.45985401459854014,0.479375,0.49783712283712284,0.3351501417256279,0.4810310218978103,0.45985401459854014,0.31203088439525656
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6935503482818604,0.5389294403892944,0.5,0.002638522427440633,0.0052493438320209964,0.5389294403892944,0.5389294403892944,0.5389294403892944,0.5195121951219512,0.5001905930421627,0.352585083634142,0.5210313927956798,0.5389294403892944,0.3796282555895383
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6905692219734192,0.5413625304136253,0.5,0.002652519893899204,0.0052770448548812654,0.5413625304136253,0.5413625304136253,0.5413625304136253,0.5207317073170732,0.5002026644413317,0.35362666471993076,0.5224467390659309,0.5413625304136253,0.38244390821241664
# using continuous prompt,1,roberta-prompt-tune,politifact,0.6924951672554016,0.5571776155717761,0.5150300601202404,0.6781002638522428,0.5854214123006835,0.5571776155717761,0.5571776155717761,0.5571776155717761,0.5686605408960335,0.5659124344091914,0.5551127949231878,0.5728361501048543,0.5571776155717761,0.5527529998962294
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6867585182189941,0.6923430556265004,0.2930981120396162,0.2020913358941528,0.23923203233548063,0.6923430556265004,0.6923430556265004,0.6923430556265004,0.532178567826978,0.5243550494526839,0.5232079103957392,0.6568052241742237,0.6923430556265004,0.6712374264403291
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6943061947822571,0.37962915666343156,0.24422193265208147,0.7599231754161332,0.3696475839518348,0.37962915666343156,0.37962915666343156,0.37962915666343156,0.5095208942683946,0.5099394266711987,0.37947356318323877,0.6478146013376328,0.37962915666343156,0.3845956001682966
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6900680661201477,0.6106655769525463,0.1954356846473029,0.20102432778489115,0.19819061645276664,0.6106655769525463,0.6106655769525463,0.6106655769525463,0.4708627904838466,0.47029928362919937,0.47055375399000987,0.6144360455822748,0.6106655769525463,0.6125298391188635
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6963157653808594,0.4146702763446902,0.25255773165741013,0.7373586515895029,0.3762451690163845,0.4146702763446902,0.4146702763446902,0.4146702763446903,0.521832913003319,0.5252273445993183,0.41244053668064085,0.662171814534315,0.4146702763446902,0.4313045779677844
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6703964471817017,0.7519538233641518,0.23839009287925697,0.016428419031363346,0.030738522954091817,0.7519538233641518,0.7519538233641518,0.7519538233641518,0.49947966262327864,0.49995363194684356,0.4442586710365586,0.6355524459965357,0.7519538233641518,0.6597741264631004
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6996018886566162,0.2545333810083261,0.23812040805539406,0.9615795090715048,0.3817149635654974,0.2545333810083261,0.2545333810083261,0.2545333810083261,0.48228208852617727,0.49683863984330007,0.221597031621977,0.6095824038229687,0.2545333810083261,0.1381152044090479
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6988667845726013,0.250191551310211,0.2412471514398177,0.9938126733518242,0.3882475515732444,0.250191551310211,0.250191551310211,0.250191551310211,0.5667202299950018,0.5049654367430713,0.2099559546902438,0.7363479472396534,0.250191551310211,0.11703522306653971
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6605085134506226,0.7571129386525004,0.19642857142857142,0.004693834008960956,0.00916857678683059,0.7571129386525004,0.7571129386525004,0.7571129386525004,0.4783838207772192,0.4993247544792958,0.43538038794224376,0.6253312289145362,0.7571129386525004,0.6575103930103686
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6795564293861389,0.7600755989170966,0.0,0.0,0.0,0.7600755989170966,0.7600755989170966,0.7600755989170966,0.38023202330454337,0.49966420416386836,0.43184258641204987,0.5783986133733106,0.7600755989170966,0.6569071984139983
# using continuous prompt,1,roberta-prompt-tune,gossipcop,0.6941551566123962,0.4056801348521224,0.25873203249774324,0.795134443021767,0.3904228008592236,0.4056801348521224,0.4056801348521224,0.4056801348521224,0.536630313003122,0.539129238836785,0.40530757823396724,0.6814917295918431,0.4056801348521224,0.4130666400467709
# select best micro_f1,100,roberta-prompt-tune,politifact,0.3737662732601166,0.8605769230769231,0.8193146417445483,0.9006849315068494,0.8580750407830343,0.8605769230769231,0.8605769230769231,0.8605769230769231,0.8618025353937262,0.8629930681630633,0.8605335833836432,0.8645261183199556,0.8605769230769231,0.8606911822682974
# select best micro_f1,100,roberta-prompt-tune,politifact,0.5118610262870789,0.8493589743589743,0.8156996587030717,0.8566308243727598,0.8356643356643357,0.8493589743589743,0.8493589743589743,0.8493589743589743,0.8474268686264603,0.8500545426211625,0.8483055406132329,0.850782631214511,0.8493589743589743,0.849642591136674
# select best micro_f1,100,roberta-prompt-tune,politifact,0.4700769782066345,0.8157051282051282,0.833976833976834,0.75,0.789762340036563,0.8157051282051282,0.8157051282051282,0.8157051282051282,0.8183582800021156,0.8110119047619048,0.8128554924148579,0.8171568527732911,0.8157051282051282,0.8146318887516497
# select best micro_f1,100,roberta-prompt-tune,politifact,0.45756858587265015,0.8125,0.7366946778711485,0.9195804195804196,0.8180404354587869,0.8125,0.8125,0.8125,0.8252761778868851,0.82073695535234,0.8123260028533603,0.8326579695548632,0.8125,0.8118498001362415
# select best micro_f1,100,roberta-prompt-tune,politifact,0.4431758224964142,0.8301282051282052,0.8241042345276873,0.8295081967213115,0.8267973856209151,0.8301282051282052,0.8301282051282052,0.8301282051282052,0.8300331898190487,0.8301145999280539,0.8300653594771242,0.8301662112518678,0.8301282051282052,0.8301386794033854
# select best micro_f1,100,roberta-prompt-tune,politifact,0.4552498757839203,0.8269230769230769,0.8125,0.8125,0.8125,0.8269230769230769,0.8269230769230769,0.8269230769230769,0.8258928571428572,0.8258928571428572,0.8258928571428572,0.8269230769230769,0.8269230769230769,0.8269230769230769
# select best micro_f1,100,roberta-prompt-tune,politifact,0.5114404559135437,0.8237179487179487,0.8292682926829268,0.7959866220735786,0.8122866894197952,0.8237179487179487,0.8237179487179487,0.8237179487179487,0.8241296953028877,0.8226086956521739,0.8230617737129187,0.8239155870787195,0.8237179487179487,0.8235107355584654
# select best micro_f1,100,roberta-prompt-tune,politifact,0.47385138273239136,0.8557692307692307,0.8607142857142858,0.8253424657534246,0.8426573426573427,0.8557692307692307,0.8557692307692307,0.8557692307692307,0.8562292358803987,0.8539362931176762,0.8547606239913932,0.8559417326859188,0.8557692307692307,0.8555364753589606
# select best micro_f1,100,roberta-prompt-tune,politifact,0.5119978785514832,0.8717948717948718,0.8485915492957746,0.8669064748201439,0.8576512455516014,0.8717948717948718,0.8717948717948718,0.8717948717948718,0.869884009942005,0.8713145090863725,0.8705165848749261,0.8722043421919148,0.8717948717948718,0.8719185769806729
# select best micro_f1,100,roberta-prompt-tune,politifact,0.4979507327079773,0.8573717948717948,0.8223684210526315,0.8771929824561403,0.8488964346349746,0.8573717948717948,0.8573717948717948,0.8573717948717948,0.8564967105263157,0.858950473528955,0.8569216619305373,0.8594501201923077,0.8573717948717948,0.8576161527541917
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5310244560241699,0.755250528923061,0.48940126441056153,0.5685893281486282,0.5260317777555711,0.755250528923061,0.755250528923061,0.755250528923061,0.6733842976577484,0.6912099183116023,0.6805318013677859,0.7694724487230654,0.755250528923061,0.7612219679903787
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.6196889281272888,0.7976675783064141,0.6009629000283205,0.45791972378075096,0.5197795468462951,0.7976675783064141,0.7976675783064141,0.7976675783064141,0.7212285474397029,0.6811809537859332,0.6958064863967035,0.7839771908669432,0.7976675783064141,0.7876486034199855
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5043293833732605,0.7863150833376336,0.6084311169056932,0.3017241379310345,0.40340008644287567,0.7863150833376336,0.7863150833376336,0.7863150833376336,0.7093566756796881,0.6202969017221494,0.6366247689969666,0.7619521252931138,0.7863150833376336,0.7581654093351556
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5706576108932495,0.7780071211104804,0.5653495440729484,0.3202755058114507,0.4089035449299258,0.7780071211104804,0.7780071211104804,0.7780071211104804,0.6883892283570092,0.6213133451136938,0.6361226746250646,0.7524328475000673,0.7780071211104804,0.754392934248103
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.4755564033985138,0.8057691315341349,0.7296587926509186,0.29963354171157575,0.42481662591687036,0.8057691315341349,0.8057691315341349,0.8057691315341349,0.771862702952448,0.6323473000281081,0.6539865087739192,0.7938608296852901,0.8057691315341349,0.7734377181623835
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5198176503181458,0.7819288920996955,0.657608695652174,0.18285837651122624,0.28614864864864864,0.7819288920996955,0.7819288920996955,0.7819288920996955,0.7241943207407959,0.5764769945891046,0.5787281400256459,0.7589491376958201,0.7819288920996955,0.7314419826015439
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5150704979896545,0.8123742195159709,0.703808752025932,0.3741921585523481,0.48860759493670886,0.8123742195159709,0.8123742195159709,0.8123742195159709,0.7660135357314923,0.6622945592924596,0.6868594091973736,0.7984175447880811,0.8123742195159709,0.7901336785075245
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.6649431586265564,0.7473037824449146,0.4563624250499667,0.29557713052858686,0.3587796255073983,0.7473037824449146,0.7473037824449146,0.7473037824449145,0.6284987309960097,0.5924440183299473,0.6007130350151946,0.7182931433397091,0.7473037824449146,0.726916907078475
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5007918477058411,0.7884823778316734,0.5734797297297297,0.4408136766933564,0.498470573840695,0.7884823778316734,0.7884823778316734,0.7884823778316734,0.7051072118036403,0.6690787451091121,0.6822253147117485,0.7739604955532267,0.7884823778316734,0.7783459508751146
# select best micro_f1,100,roberta-prompt-tune,gossipcop,0.5394033789634705,0.8158315702564631,0.7141716566866267,0.3853942266264541,0.5006296348118092,0.8158315702564631,0.8158315702564631,0.8158315702564631,0.7725474853303941,0.6684045164481934,0.6938629493852788,0.8029568970729417,0.8158315702564631,0.7945229581896122
